County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
King,Bellevue,WA,98008,2015,FIAT,500,1,1,87,0,48,255086387,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023202
King,Seatac,WA,98148,2021,POLESTAR,PS2,1,1,233,0,33,270859928,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Seattle,WA,98102,2020,CHEVROLET,BOLT EV,1,1,259,0,43,269634326,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033007501
King,Kent,WA,98031,2024,HONDA,PROLOGUE,1,3,0,0,11,273758404,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029306
King,Seattle,WA,98103,2023,RIVIAN,R1S,1,3,0,0,43,259715277,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033004800
Thurston,Olympia,WA,98501,2023,BMW,IX,1,3,0,0,22,229532964,-122.8733203 47.0133209,PUGET SOUND ENERGY INC,53067010100
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,241416556,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Auburn,WA,98092,2022,BMW,IX,1,3,0,0,47,212072514,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031207
Kitsap,Bainbridge Island,WA,98110,2018,CHRYSLER,PACIFICA,0,1,33,0,23,186808016,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090902
King,Woodinville,WA,98072,2023,HYUNDAI,IONIQ 5,1,3,0,0,45,232834101,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032319
Clark,Vancouver,WA,98685,2024,KIA,EV9,1,3,0,0,18,270063692,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040907
Clark,Vancouver,WA,98685,2024,HYUNDAI,IONIQ 5,1,3,0,0,18,271809975,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040907
King,Kirkland,WA,98033,2019,MERCEDES-BENZ,GLC-CLASS,0,2,10,0,45,249642459,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Seattle,WA,98125,2023,FORD,MUSTANG MACH-E,1,3,0,0,46,260390462,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000700
King,Redmond,WA,98052,2021,TESLA,MODEL Y,1,3,0,0,45,137282456,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Bothell,WA,98011,2014,CHEVROLET,VOLT,0,1,38,0,1,206817971,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021804
Kitsap,Poulsbo,WA,98370,2022,JEEP,GRAND CHEROKEE,0,2,25,0,23,229888837,-122.6368884 47.7469547,PUGET SOUND ENERGY INC,53035090501
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,230950107,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Seattle,WA,98144,2012,TOYOTA,PRIUS PLUG-IN,0,2,6,0,37,240037038,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033009400
Thurston,Olympia,WA,98502,2022,RIVIAN,R1T,1,3,0,0,35,206961618,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067011902
Clark,Vancouver,WA,98685,2015,BMW,I3,0,1,72,0,18,265526348,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040910
King,Newcastle,WA,98059,2014,NISSAN,LEAF,1,1,84,0,41,130630342,-122.134502 47.492627,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025005
King,Seattle,WA,98117,2024,TESLA,MODEL Y,1,3,0,0,36,260495651,-122.377938 47.690166,CITY OF SEATTLEWACITY OF TACOMAWA,53033002900
King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQE-CLASS SUV,1,3,0,0,41,240414233,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023902
King,Seattle,WA,98109,2023,TESLA,MODEL 3,1,3,0,0,36,252331110,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007203
King,Seattle,WA,98112,2023,RIVIAN,R1S,1,3,0,0,43,262349489,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006400
King,Bellevue,WA,98004,2023,HYUNDAI,IONIQ 5,1,3,0,0,41,259838148,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023902
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL 3,1,3,0,0,23,238587464,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
King,Kirkland,WA,98033,2024,HYUNDAI,IONIQ 6,1,3,0,0,48,262791476,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Seattle,WA,98133,2017,NISSAN,LEAF,1,1,107,0,36,103856665,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033001400
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,238048142,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98034,2024,RIVIAN,R1S,1,3,0,0,1,261845566,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Des Moines,WA,98198,2022,TESLA,MODEL 3,1,3,0,0,33,192667296,-122.3145447 47.3984346,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029003
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,1,3,0,0,41,249968330,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024704
Cowlitz,Woodland,WA,98674,2020,HYUNDAI,KONA,1,1,258,0,20,142102334,-122.7050688 45.9237749,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015001503
King,Kirkland,WA,98033,2023,VOLVO,XC90,0,1,32,0,48,228717499,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Duvall,WA,98019,2023,NISSAN,ARIYA,1,3,0,0,45,240578579,-121.956372 47.735604,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032402
King,Kirkland,WA,98034,2022,VOLKSWAGEN,ID.4,1,3,0,0,1,228165626,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
Clark,Vancouver,WA,98685,2023,RIVIAN,R1T,1,3,0,0,18,245640272,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040908
King,Bellevue,WA,98004,2022,TESLA,MODEL S,1,3,0,0,41,218449724,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
Clark,Vancouver,WA,98685,2023,CHEVROLET,BOLT EV,1,3,0,0,18,230870020,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040908
King,Auburn,WA,98092,2023,TESLA,MODEL S,1,3,0,0,47,244201114,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031207
King,Seattle,WA,98119,2023,TOYOTA,RAV4 PRIME,0,1,42,0,36,262946456,-122.3684 47.64586,CITY OF SEATTLEWACITY OF TACOMAWA,53033006900
King,Kirkland,WA,98033,2018,HONDA,CLARITY,0,1,47,0,48,348204664,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Burien,WA,98166,2015,TESLA,MODEL S,1,1,208,0,34,265871868,-122.3472273 47.4568458,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033027901
Clark,Woodland,WA,98674,2014,FORD,FUSION,0,2,19,0,20,265361113,-122.7050688 45.9237749,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040202
King,Woodinville,WA,98072,2023,TESLA,MODEL Y,1,3,0,0,45,252615702,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
King,Seattle,WA,98109,2021,TESLA,MODEL 3,1,3,0,0,36,179302112,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007101
King,Kirkland,WA,98034,2024,RIVIAN,R1T,1,3,0,0,45,272978709,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
Clark,Vancouver,WA,98664,2018,TESLA,MODEL 3,1,1,215,0,49,133740988,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
Yakima,Yakima,WA,98908,2018,TESLA,MODEL X,1,1,238,0,14,141151601,-120.611068 46.596645,PACIFICORP,53077001100
King,Snoqualmie,WA,98065,2024,AUDI,Q8,1,3,0,0,5,257749796,-121.8472211 47.5204834,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032605
King,Seatac,WA,98148,2022,TESLA,MODEL 3,1,3,0,0,33,220818209,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Kirkland,WA,98033,2023,CHEVROLET,BOLT EUV,1,3,0,0,48,258100825,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
Jefferson,Port Townsend,WA,98368,2022,NISSAN,LEAF,1,3,0,0,24,196142250,-122.7862046 48.1129794,BONNEVILLE POWER ADMINISTRATIONPUGET SOUND ENERGY INCPUD NO 1 OF JEFFERSON COUNTY,53031950604
King,Seattle,WA,98122,2024,TOYOTA,RAV4 PRIME,0,1,42,0,37,267345466,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033008800
King,Seattle,WA,98103,2018,TESLA,MODEL S,1,1,249,0,46,190197381,-122.3499053 47.673887,CITY OF SEATTLEWACITY OF TACOMAWA,53033002700
King,Renton,WA,98058,2023,HYUNDAI,IONIQ 5,1,3,0,0,11,251808413,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025803
Thurston,Tumwater,WA,98512,2022,VOLVO,XC90,0,1,35,0,22,209306912,-122.957046 46.991391,PUGET SOUND ENERGY INC,53067010910
King,Kirkland,WA,98034,2024,HYUNDAI,KONA ELECTRIC,1,3,0,0,45,261224421,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Medina,WA,98039,2024,VOLVO,XC60,0,1,35,0,48,260631038,-122.2363532 47.621118,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024200
Kitsap,Silverdale,WA,98383,2024,JEEP,WRANGLER,0,2,21,0,23,262904239,-122.7035285 47.660204,PUGET SOUND ENERGY INC,53035091205
Clark,Vancouver,WA,98686,2022,TESLA,MODEL 3,1,3,0,0,17,209041913,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040812
King,Bellevue,WA,98004,2021,TESLA,MODEL 3,1,3,0,0,48,166403681,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237925089,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Woodinville,WA,98072,2024,TESLA,MODEL 3,1,3,0,0,45,273470893,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021802
King,Bellevue,WA,98004,2017,TOYOTA,PRIUS PRIME,0,2,25,0,48,439384641,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024002
King,Kirkland,WA,98034,2021,PORSCHE,TAYCAN,1,3,0,0,1,192417662,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Woodinville,WA,98072,2014,CHEVROLET,VOLT,0,1,38,0,45,198441736,-122.1368031 47.7621254,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021906
King,Sammamish,WA,98074,2024,TESLA,MODEL Y,1,3,0,0,45,267061798,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032318
Kitsap,Indianola,WA,98342,2021,BMW,X5,0,1,30,0,23,156830999,-122.5256686 47.7506142,PUGET SOUND ENERGY INC,53035940000
King,Bellevue,WA,98004,2022,TESLA,MODEL 3,1,3,0,0,41,219428079,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023902
King,Duvall,WA,98019,2022,TESLA,MODEL 3,1,3,0,0,45,206964215,-121.956372 47.735604,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032402
Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,1,3,0,0,1,251419031,-122.206146 47.839957,PUGET SOUND ENERGY INC,53061052009
Clark,Vancouver,WA,98664,2024,HYUNDAI,IONIQ 5,1,3,0,0,49,272783528,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
Kitsap,Olalla,WA,98359,2017,NISSAN,LEAF,1,1,107,0,26,320067142,-122.5730403 47.4282964,PUGET SOUND ENERGY INC,53035092802
King,Bellevue,WA,98008,2023,TESLA,MODEL Y,1,3,0,0,48,252282642,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022901
Snohomish,Monroe,WA,98272,2015,NISSAN,LEAF,1,1,84,0,39,187075577,-121.968385 47.854897,PUGET SOUND ENERGY INC,53061052206
King,Issaquah,WA,98029,2023,TESLA,MODEL 3,1,3,0,0,5,259048723,-122.0209893 47.5632565,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032220
King,Des Moines,WA,98198,2022,BMW,I4,1,3,0,0,30,213373534,-122.3145447 47.3984346,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030003
Clark,Vancouver,WA,98685,2024,HYUNDAI,IONIQ 5,1,3,0,0,18,272008677,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040909
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,1,3,0,0,48,244099635,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,1,3,0,0,48,255180719,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,1,1,215,0,41,329272870,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
Kitsap,Port Orchard,WA,98366,2020,CHEVROLET,BOLT EV,1,1,259,0,26,144411466,-122.63847 47.54103,PUGET SOUND ENERGY INC,53035092600
King,Redmond,WA,98052,2023,VOLKSWAGEN,ID.4,1,3,0,0,45,264885001,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Covington,WA,98042,2021,JEEP,WRANGLER,0,2,21,0,47,170604493,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031709
King,Seattle,WA,98125,2023,FORD,F-150,1,3,0,0,46,227394597,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Sammamish,WA,98075,2024,AUDI,Q8,1,3,0,0,41,253771143,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
Clark,Washougal,WA,98671,2023,TESLA,MODEL Y,1,3,0,0,18,237756683,-122.317523 45.595997,BONNEVILLE POWER ADMINISTRATIONPACIFICORPPUD NO 1 OF CLARK COUNTYWA,53011040510
Clark,Vancouver,WA,98682,2022,TESLA,MODEL Y,1,3,0,0,17,269728721,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041330
Clark,Vancouver,WA,98682,2019,TESLA,MODEL 3,1,1,220,0,17,195139556,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040713
King,Seattle,WA,98106,2023,TESLA,MODEL Y,1,3,0,0,34,233956495,-122.3570816 47.5337116,CITY OF SEATTLEWACITY OF TACOMAWA,53033011300
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,1,3,0,0,45,245563328,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
King,Kent,WA,98042,2024,TESLA,MODEL Y,1,3,0,0,47,264720081,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031704
King,Seattle,WA,98112,2014,FIAT,500,1,1,87,0,43,266435151,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006300
King,Shoreline,WA,98155,2018,TESLA,MODEL 3,1,1,215,0,32,476152442,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021300
King,Shoreline,WA,98177,2015,BMW,I3,1,1,81,0,32,194939006,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033020200
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,1,3,0,0,45,240100402,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
Jefferson,Port Townsend,WA,98368,2023,TESLA,MODEL Y,1,3,0,0,24,244223780,-122.7862046 48.1129794,BONNEVILLE POWER ADMINISTRATIONPUGET SOUND ENERGY INCPUD NO 1 OF JEFFERSON COUNTY,53031950501
King,Bellevue,WA,98008,2013,NISSAN,LEAF,1,1,75,0,48,250210768,-122.1197677 47.6103472,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022901
King,Shoreline,WA,98155,2021,BMW,I3,1,3,0,0,32,172394442,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021000
King,Kirkland,WA,98033,2019,TESLA,MODEL 3,1,1,220,0,45,148731187,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022401
King,Renton,WA,98056,2023,RIVIAN,R1S,1,3,0,0,41,259107124,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025304
King,Kirkland,WA,98033,2022,KIA,NIRO,1,3,0,0,48,187533237,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Seattle,WA,98108,2023,HYUNDAI,IONIQ 5,1,3,0,0,11,245702026,-122.3173531 47.5484673,CITY OF SEATTLEWACITY OF TACOMAWA,53033010402
Clark,Battle Ground,WA,98604,2024,TESLA,MODEL Y,1,3,0,0,18,264253265,-122.5256203 45.7875036,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040416
King,Kent,WA,98031,2023,TESLA,MODEL 3,1,3,0,0,47,233783098,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029406
King,Seattle,WA,98125,2023,TESLA,MODEL S,1,3,0,0,46,233738144,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033002200
Kitsap,Bainbridge Island,WA,98110,2024,HYUNDAI,IONIQ 5,1,3,0,0,23,271763159,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090902
King,Beaux Arts,WA,98004,2022,TESLA,MODEL 3,1,3,0,0,41,186113273,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Bothell,WA,98011,2023,TESLA,MODEL Y,1,3,0,0,1,260506536,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022001
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,1,3,0,0,45,254890800,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022003
King,Redmond,WA,98052,2023,TESLA,MODEL S,1,3,0,0,45,260215392,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Kirkland,WA,98034,2022,AUDI,E-TRON SPORTBACK,1,3,0,0,1,214787170,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
King,Seattle,WA,98125,2016,FORD,C-MAX,0,2,19,0,46,264372986,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000201
King,Seattle,WA,98178,2020,TESLA,MODEL 3,1,1,308,0,37,2017606,-122.2453 47.499708,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033011902
King,Sammamish,WA,98075,2015,TESLA,MODEL S,1,1,208,0,41,226608721,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
Thurston,Olympia,WA,98502,2024,TOYOTA,RAV4 PRIME,0,1,42,0,22,264842105,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067010520
Snohomish,Everett,WA,98208,2023,TESLA,MODEL Y,1,3,0,0,21,256144766,-122.2032349 47.8956271,PUGET SOUND ENERGY INC,53061041813
King,Sammamish,WA,98075,2023,AUDI,Q4,1,3,0,0,41,254860658,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032215
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,1,3,0,0,11,229709770,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,237982433,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Redmond,WA,98052,2021,TESLA,MODEL Y,1,3,0,0,45,177835248,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Seattle,WA,98133,2022,TESLA,MODEL 3,1,3,0,0,46,181595466,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000602
King,Shoreline,WA,98177,2021,BMW,X5,0,1,30,0,32,161670344,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033020200
King,Kent,WA,98031,2019,KIA,NIRO,0,2,26,0,11,249188040,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029306
King,Sammamish,WA,98075,2023,TESLA,MODEL X,1,3,0,0,41,251195815,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
Clark,Vancouver,WA,98662,2016,PORSCHE,CAYENNE,0,2,14,0,17,171523551,-122.579351 45.671668,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040709
King,Seattle,WA,98122,2022,TESLA,MODEL Y,1,3,0,0,37,193617252,-122.3128637 47.6104992,CITY OF SEATTLEWACITY OF TACOMAWA,53033007901
King,Redmond,WA,98052,2020,CHEVROLET,BOLT EV,1,1,259,0,45,131499147,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032324
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EV,1,3,0,0,11,249755334,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Vancouver,WA,98684,2023,TESLA,MODEL 3,1,3,0,0,17,259589893,-122.5241377 45.6278995,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041337
King,Lake Forest Park,WA,98155,2023,TESLA,MODEL Y,1,3,0,0,46,260354174,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021300
King,Kirkland,WA,98034,2018,NISSAN,LEAF,1,1,151,0,45,131490250,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Duvall,WA,98019,2013,NISSAN,LEAF,1,1,75,0,45,221281119,-121.956372 47.735604,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032401
King,Seattle,WA,98177,2023,TESLA,MODEL X,1,3,0,0,32,224593463,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Shoreline,WA,98155,2025,HYUNDAI,IONIQ 5 N,1,3,0,0,32,272179113,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021100
Clark,Vancouver,WA,98662,2018,CHRYSLER,PACIFICA,0,1,33,0,17,477368377,-122.579351 45.671668,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040703
King,Kirkland,WA,98033,2024,VOLVO,XC90,0,1,32,0,48,269857416,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022604
King,Redmond,WA,98052,2023,TESLA,MODEL Y,1,3,0,0,48,258128083,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032325
Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL 3,1,3,0,0,23,187329187,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090800
Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,1,1,215,0,1,473996043,-122.2107298 47.7977268,PUGET SOUND ENERGY INC,53061051938
King,Auburn,WA,98092,2022,TESLA,MODEL 3,1,3,0,0,47,211344241,-122.1550193 47.2884536,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031208
King,Federal Way,WA,98023,2022,VOLVO,XC60,0,1,35,0,30,203457831,-122.3581348 47.3097552,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030101
King,Federal Way,WA,98003,2018,CHEVROLET,VOLT,0,1,53,0,30,474394126,-122.318442 47.315173,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030313
King,Seattle,WA,98102,2015,FORD,C-MAX,0,2,19,0,43,183718300,-122.3212726 47.6296532,CITY OF SEATTLEWACITY OF TACOMAWA,53033007406
King,Bellevue,WA,98004,2021,TESLA,MODEL 3,1,3,0,0,41,141265561,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023807
King,Burien,WA,98146,2024,TESLA,MODEL Y,1,3,0,0,34,270123843,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033026700
King,Sammamish,WA,98074,2023,TESLA,MODEL 3,1,3,0,0,45,233647466,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032318
King,Shoreline,WA,98155,2020,HYUNDAI,IONIQ,1,1,170,0,32,265333512,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020500
King,Seattle,WA,98125,2022,TOYOTA,RAV4 PRIME,0,1,42,0,46,207431969,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033001202
King,Enumclaw,WA,98022,2021,TOYOTA,RAV4 PRIME,0,1,42,0,31,183420359,-121.99136 47.20433,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031400
King,Seattle,WA,98117,2021,VOLVO,XC90,0,2,18,0,36,156487208,-122.377938 47.690166,CITY OF SEATTLEWACITY OF TACOMAWA,53033002900
Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,0,2,21,0,2,268307882,-122.60735 46.94239,PUGET SOUND ENERGY INC,53067012531
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,240751906,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
